Unq_ID,DataOrigin,TraitName,OLDTrait,LifeStage,Sex,TraitDef,OLDTraitDef,RearTemp,AmbientTemp,TraitValue,OLDTraitValue,TraitUnit,OLDTraitUnit,Time,OLDTime,ErrorPosSI,ErrorNegSI,ErrorUnitSI,Replicates,Cohort (n),Labfield,Location ,Genus,Species,Citation,FigureTable,Notes,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.54,,probability,,13.09,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.4,,probability,,15.21,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.3,,probability,,15.61,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.19,,probability,,17.15,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.08,,probability,,18.13,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.08,,probability,,22.14,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.08,,probability,,24.05,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,28,0.02,,probability,,25.2,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,34,1,,probability,,1.72,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,34,0.98,,probability,,3.32,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,34,0.05,,probability,,8.26,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
240,Natcha,Survivorship,Age specific survivorship (lx),,,propotion survive,,28,34,0,,probability,,10.03,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,1.11,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,8.37,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,9.31,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,10.83,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,15.22,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,16.75,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,17.31,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,24,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,25.7,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,33.15,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,44.42,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,44.96,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,52.41,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,53.72,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,55.43,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,56.76,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,57.9,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,60.38,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,61.89,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,65.9,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,67.42,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,67.99,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,72.57,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,74.67,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,75.04,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,0.89,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,12.72,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,14.06,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,15.38,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,16.91,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,21.11,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,22.05,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,22.8,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,29.29,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,30.8,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,37.1,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,38.03,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,40.12,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,42.21,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,44.08,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,53.24,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,56.25,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,57.14,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,59.02,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,63.22,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,22,65.3,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,0.99,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,3.28,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,6.55,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,8.48,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,9.64,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,13.09,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,15.21,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,15.61,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,17.15,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,18.13,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,22.14,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,24.05,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,28,25.2,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,1.72,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,3.32,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,8.26,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
250,Natcha,Longevity,,,,Time as a function of survivorship,,28,34,10.03,,days,,,,,,,,,Lab,"Lodi, California",Tetranychus,pacificus,Stavrinides and Mill 2011,Fig.2,time as a function of survivorship ID240,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.1,,eggs/female/day,,1.52,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.31,,eggs/female/day,,3.05,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.24,,eggs/female/day,,4.19,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,1.05,,eggs/female/day,,5.16,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.67,,eggs/female/day,,6.29,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,1.02,,eggs/female/day,,7.25,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.98,,eggs/female/day,,8.58,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,1,,eggs/female/day,,11.24,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.91,,eggs/female/day,,13.14,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.78,,eggs/female/day,,14.27,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.67,,eggs/female/day,,15.22,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,1,,eggs/female/day,,16.18,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,1,,eggs/female/day,,17.32,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.72,,eggs/female/day,,18.45,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.72,,eggs/female/day,,19.21,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.98,,eggs/female/day,,20.74,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.74,,eggs/female/day,,21.87,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.74,,eggs/female/day,,23.39,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.88,,eggs/female/day,,23.97,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.86,,eggs/female/day,,25.3,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.62,,eggs/female/day,,26.24,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.72,,eggs/female/day,,27.19,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.67,,eggs/female/day,,29.28,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.53,,eggs/female/day,,29.85,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.49,,eggs/female/day,,31.37,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.37,,eggs/female/day,,32.12,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.44,,eggs/female/day,,33.08,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.58,,eggs/female/day,,34.6,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.58,,eggs/female/day,,35.74,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.67,,eggs/female/day,,37.45,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.34,,eggs/female/day,,37.82,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.49,,eggs/female/day,,38.97,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.61,,eggs/female/day,,40.11,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.58,,eggs/female/day,,40.87,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.41,,eggs/female/day,,41.63,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.41,,eggs/female/day,,43.15,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.27,,eggs/female/day,,43.52,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.35,,eggs/female/day,,45.42,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.39,,eggs/female/day,,46.76,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.16,,eggs/female/day,,47.7,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.16,,eggs/female/day,,49.41,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.3,,eggs/female/day,,51.12,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.16,,eggs/female/day,,51.88,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
241,Natcha,Egg/Female/Day,Daily fecundity (mx),,,Number of eggs laid per female per day,,28,15,0.27,,eggs/female/day,,53.02,,,,,,,Lab,"Lodi, California",Eotetranychus,willamettei,Stavrinides and Mill 2011,Fig.2,,,,,,,,
